Match_ID,Season,Team1,Team2,Venue,City,Toss_Winner,Toss_Decision,Winner,Win_Margin,Win_Type,Win_By,Player_of_Match,Match_Type,Target_Score,Overs,Toss_Winner_Won_Match,Batting_First_Won
829,2021,Rajasthan Royals,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Pune,Rajasthan Royals,Bat,Rajasthan Royals,79,Runs,79 runs,Riyan Parag,League,188,20,Yes,Yes
830,2021,Kolkata Knight Riders,Punjab Kings,Holkar Cricket Stadium,Indore,Kolkata Knight Riders,Bat,Punjab Kings,82,Runs,82 runs,David Miller,League,202,20,No,No
831,2021,Punjab Kings,Delhi Capitals,Feroz Shah Kotla,Delhi,Delhi Capitals,Bat,Delhi Capitals,8,Wickets,8 wickets,Axar Patel,League,161,20,Yes,Yes
832,2021,Royal Challengers Bangalore,Rajasthan Royals,Barabati Stadium,Cuttack,Royal Challengers Bangalore,Bat,,5,Wickets,5 wickets,Yuzvendra Chahal,League,158,20,Yes,Yes
833,2021,Chennai Super Kings,Rajasthan Royals,BRSABV Ekana Cricket Stadium,Lucknow,Chennai Super Kings,Field,Chennai Super Kings,7,Wickets,7 wickets,Ambati Rayudu,League,137,20,Yes,No
834,2021,Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,Field,Chennai Super Kings,5,Runs,5 runs,Shane Watson,League,155,20,Yes,No
835,2021,Mumbai Indians,Chennai Super Kings,Punjab Cricket Association Stadium,Mohali,Chennai Super Kings,Bat,Chennai Super Kings,10,Wickets,10 wickets,Faf du Plessis,League,175,20,Yes,Yes
836,2021,Kolkata Knight Riders,Royal Challengers Bangalore,BRSABV Ekana Cricket Stadium,Lucknow,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,71,Runs,71 runs,Rajat Patidar,League,135,20,Yes,Yes
837,2021,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Mumbai,Mumbai Indians,Bat,Chennai Super Kings,7,Wickets,7 wickets,Suresh Raina,League,211,20,No,No
838,2021,Royal Challengers Bangalore,Rajasthan Royals,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Rajasthan Royals,Field,Rajasthan Royals,45,Runs,45 runs,Trent Boult,League,158,20,Yes,No
839,2021,Delhi Capitals,Royal Challengers Bangalore,Barabati Stadium,Cuttack,Royal Challengers Bangalore,Bat,Delhi Capitals,4,Wickets,4 wickets,Anrich Nortje,League,176,20,No,No
840,2021,Delhi Capitals,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,10,Runs,10 runs,Kane Williamson,League,202,20,Yes,Yes
841,2021,Rajasthan Royals,Mumbai Indians,Sardar Patel Stadium,Ahmedabad,Rajasthan Royals,Bat,Mumbai Indians,71,Runs,71 runs,Sachin Tendulkar,League,143,20,No,No
842,2021,Sunrisers Hyderabad,Kolkata Knight Riders,BRSABV Ekana Cricket Stadium,Lucknow,Kolkata Knight Riders,Bat,Kolkata Knight Riders,55,Runs,55 runs,Sourav Ganguly,League,132,20,Yes,Yes
843,2021,Mumbai Indians,Delhi Capitals,Punjab Cricket Association Stadium,Mohali,Delhi Capitals,Bat,Mumbai Indians,31,Runs,31 runs,Lasith Malinga,League,161,20,No,No
844,2021,Mumbai Indians,Chennai Super Kings,BRSABV Ekana Cricket Stadium,Lucknow,Mumbai Indians,Bat,Chennai Super Kings,3,Wickets,3 wickets,Moeen Ali,League,145,20,No,No
845,2021,Rajasthan Royals,Punjab Kings,MA Chidambaram Stadium,Chennai,Punjab Kings,Bat,Rajasthan Royals,42,Runs,42 runs,Sanju Samson,League,197,20,No,No
846,2021,Delhi Capitals,Mumbai Indians,JSCA International Stadium,Ranchi,Mumbai Indians,Field,Mumbai Indians,22,Runs,22 runs,Jasprit Bumrah,League,180,20,Yes,No
847,2021,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Kolkata,Rajasthan Royals,Bat,Rajasthan Royals,2,Wickets,2 wickets,Yuzvendra Chahal,League,140,20,Yes,Yes
848,2021,Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,Bat,Kolkata Knight Riders,57,Runs,57 runs,Yusuf Pathan,League,168,20,No,No
849,2021,Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,Mumbai,Delhi Capitals,Field,Royal Challengers Bangalore,2,Wickets,2 wickets,Faf du Plessis,League,202,20,No,Yes
850,2021,Chennai Super Kings,Mumbai Indians,Rajiv Gandhi International Stadium,Hyderabad,Chennai Super Kings,Field,Chennai Super Kings,7,Wickets,7 wickets,Suresh Raina,League,182,20,Yes,No
851,2021,Rajasthan Royals,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,Raipur,Rajasthan Royals,Field,Rajasthan Royals,8,Wickets,8 wickets,Steven Smith,League,141,20,Yes,No
852,2021,Kolkata Knight Riders,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,Raipur,Kolkata Knight Riders,Field,Sunrisers Hyderabad,51,Runs,51 runs,Bhuvneshwar Kumar,League,204,20,No,Yes
853,2021,Kolkata Knight Riders,Sunrisers Hyderabad,Barabati Stadium,Cuttack,Kolkata Knight Riders,Bat,Sunrisers Hyderabad,8,Wickets,8 wickets,David Warner,League,197,20,No,No
854,2021,Delhi Capitals,Chennai Super Kings,Sardar Patel Stadium,Ahmedabad,Chennai Super Kings,Bat,Delhi Capitals,48,Runs,48 runs,Prithvi Shaw,League,147,20,No,No
855,2021,Punjab Kings,Sunrisers Hyderabad,VCA Stadium,Nagpur,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,9,Wickets,9 wickets,,League,214,20,Yes,No
856,2021,Punjab Kings,Delhi Capitals,,Cuttack,Delhi Capitals,Bat,Punjab Kings,21,Runs,21 runs,Arshdeep Singh,League,130,20,No,No
857,2021,Kolkata Knight Riders,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Mohali,Sunrisers Hyderabad,Field,Kolkata Knight Riders,3,Wickets,3 wickets,Yusuf Pathan,League,154,20,No,Yes
858,2021,Delhi Capitals,Kolkata Knight Riders,DY Patil Stadium,Navi Mumbai,Delhi Capitals,Bat,Kolkata Knight Riders,49,Runs,49 runs,Sourav Ganguly,League,220,20,No,No
859,2021,Mumbai Indians,Sunrisers Hyderabad,JSCA International Stadium,Ranchi,Mumbai Indians,Bat,Sunrisers Hyderabad,36,Runs,36 runs,Bhuvneshwar Kumar,League,174,20,No,No
860,2021,Delhi Capitals,Chennai Super Kings,Barabati Stadium,Cuttack,Chennai Super Kings,Field,Chennai Super Kings,9,Wickets,9 wickets,Ruturaj Gaikwad,League,209,20,Yes,No
861,2021,Delhi Capitals,Mumbai Indians,VCA Stadium,Nagpur,Mumbai Indians,Bat,Mumbai Indians,2,Runs,2 runs,Lasith Malinga,League,176,20,Yes,Yes
862,2021,Chennai Super Kings,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Chennai Super Kings,Field,Chennai Super Kings,70,Runs,70 runs,Michael Hussey,League,218,20,Yes,No
863,2021,Chennai Super Kings,Delhi Capitals,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,Field,Delhi Capitals,7,Wickets,7 wickets,Anrich Nortje,League,184,20,No,Yes
864,2021,Rajasthan Royals,Punjab Kings,Wankhede Stadium,Mumbai,Rajasthan Royals,Field,Punjab Kings,81,Runs,81 runs,KL Rahul,League,171,20,No,Yes
865,2021,Chennai Super Kings,Rajasthan Royals,VCA Stadium,Nagpur,Chennai Super Kings,Bat,Chennai Super Kings,5,Wickets,5 wickets,MS Dhoni,League,193,20,Yes,Yes
866,2021,Punjab Kings,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,Punjab Kings,Field,Punjab Kings,5,Wickets,5 wickets,Arshdeep Singh,League,186,20,Yes,No
867,2021,Rajasthan Royals,Delhi Capitals,Feroz Shah Kotla,,Rajasthan Royals,Bat,Delhi Capitals,8,Wickets,8 wickets,Shreyas Iyer,League,208,20,No,No
868,2021,Mumbai Indians,Punjab Kings,BRSABV Ekana Cricket Stadium,Lucknow,Mumbai Indians,Field,Punjab Kings,77,Runs,77 runs,Kagiso Rabada,League,203,20,No,Yes
869,2021,Punjab Kings,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Mohali,Punjab Kings,Field,Royal Challengers Bangalore,10,Wickets,10 wickets,Virat Kohli,League,137,20,No,Yes
870,2021,Mumbai Indians,Delhi Capitals,VCA Stadium,Nagpur,Delhi Capitals,Bat,Mumbai Indians,83,Runs,83 runs,Ishan Kishan,League,142,20,No,No
871,2021,Sunrisers Hyderabad,Delhi Capitals,VCA Stadium,Nagpur,Delhi Capitals,Bat,Delhi Capitals,18,Runs,18 runs,Rishabh Pant,League,135,20,Yes,Yes
872,2021,Chennai Super Kings,Rajasthan Royals,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,Bat,Chennai Super Kings,94,Runs,94 runs,Suresh Raina,League,131,20,Yes,Yes
873,2021,Delhi Capitals,Punjab Kings,Rajiv Gandhi International Stadium,Hyderabad,Punjab Kings,Bat,Punjab Kings,16,Runs,16 runs,Mayank Agarwal,League,161,20,Yes,Yes
874,2021,Sunrisers Hyderabad,Delhi Capitals,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Delhi Capitals,Bat,Sunrisers Hyderabad,47,Runs,47 runs,Travis Head,League,154,20,No,No
875,2021,Royal Challengers Bangalore,Delhi Capitals,MA Chidambaram Stadium,Chennai,Delhi Capitals,Field,Royal Challengers Bangalore,8,Wickets,8 wickets,AB de Villiers,League,143,20,No,Yes
876,2021,Rajasthan Royals,Punjab Kings,Feroz Shah Kotla,Delhi,,Bat,,2,Wickets,2 wickets,Sanju Samson,Playoff,138,20,Yes,Yes
877,2021,Sunrisers Hyderabad,Punjab Kings,JSCA International Stadium,Ranchi,Punjab Kings,Field,Punjab Kings,6,Wickets,6 wickets,Chris Gayle,Playoff,186,20,Yes,No
878,2021,Rajasthan Royals,Delhi Capitals,Punjab Cricket Association Stadium,Mohali,Rajasthan Royals,Field,Delhi Capitals,7,Wickets,7 wickets,Prithvi Shaw,Playoff,140,20,No,Yes
879,2021,Rajasthan Royals,Royal Challengers Bangalore,Punjab Cricket Association Stadium,Mohali,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,60,Runs,60 runs,Virat Kohli,Final,183,20,Yes,Yes
880,2021,Sunrisers Hyderabad,Chennai Super Kings,BRSABV Ekana Cricket Stadium,Lucknow,Chennai Super Kings,Field,Chennai Super Kings,8,Wickets,8 wickets,Michael Hussey,Playoff,147,20,Yes,No
881,2022,Delhi Capitals,Lucknow Super Giants,M Chinnaswamy Stadium,Bangalore,Delhi Capitals,Bat,Lucknow Super Giants,6,Wickets,6 wickets,KL Rahul,League,156,20,No,No
882,2022,Delhi Capitals,Gujarat Titans,Brabourne Stadium,Mumbai,Gujarat Titans,Field,Gujarat Titans,6,Runs,6 runs,Rashid Khan,League,161,20,Yes,No
883,2022,Punjab Kings,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Pune,Kolkata Knight Riders,Field,Punjab Kings,88,Runs,88 runs,,League,192,20,No,Yes
884,2022,Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,Kolkata,Royal Challengers Bangalore,Field,Rajasthan Royals,8,Wickets,8 wickets,Ajinkya Rahane,League,180,20,No,Yes
885,2022,Punjab Kings,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,27,Runs,27 runs,Shane Bond,League,159,20,Yes,Yes
886,2022,Mumbai Indians,Rajasthan Royals,MA Chidambaram Stadium,Chennai,Mumbai Indians,Field,Rajasthan Royals,5,Wickets,5 wickets,Shane Watson,League,163,20,No,Yes
887,2022,Punjab Kings,Gujarat Titans,VCA Stadium,Nagpur,Punjab Kings,Bat,Punjab Kings,89,Runs,89 runs,Jonny Bairstow,League,201,20,Yes,Yes
888,2022,Delhi Capitals,Royal Challengers Bangalore,BRSABV Ekana Cricket Stadium,Lucknow,Delhi Capitals,Field,Royal Challengers Bangalore,94,Runs,94 runs,Mohammed Siraj,League,205,20,No,Yes
889,2022,Punjab Kings,Chennai Super Kings,HPCA Stadium,Dharamsala,Chennai Super Kings,Bat,Chennai Super Kings,66,Runs,66 runs,Ruturaj Gaikwad,League,153,20,Yes,Yes
890,2022,Mumbai Indians,Gujarat Titans,Shaheed Veer Narayan Singh International Stadium,Raipur,Mumbai Indians,Field,Mumbai Indians,1,Wickets,1 wickets,Rohit Sharma,League,161,20,Yes,No
891,2022,Gujarat Titans,Delhi Capitals,DY Patil Stadium,Navi Mumbai,Delhi Capitals,Bat,Delhi Capitals,15,Runs,15 runs,Axar Patel,League,196,20,Yes,Yes
892,2022,Mumbai Indians,Gujarat Titans,Brabourne Stadium,Mumbai,Gujarat Titans,Bat,Gujarat Titans,9,Wickets,9 wickets,Rashid Khan,League,134,20,Yes,Yes
893,2022,Gujarat Titans,Sunrisers Hyderabad,,Raipur,Gujarat Titans,Bat,Sunrisers Hyderabad,65,Runs,65 runs,David Warner,League,209,20,No,No
894,2022,Chennai Super Kings,Lucknow Super Giants,Sawai Mansingh Stadium,Jaipur,Chennai Super Kings,Field,Chennai Super Kings,8,Wickets,8 wickets,Ravindra Jadeja,League,177,20,Yes,No
895,2022,Delhi Capitals,Kolkata Knight Riders,Sardar Patel Stadium,Ahmedabad,Kolkata Knight Riders,Field,Kolkata Knight Riders,9,Wickets,9 wickets,Nitish Rana,League,151,20,Yes,No
896,2022,Lucknow Super Giants,Chennai Super Kings,Sawai Mansingh Stadium,,Lucknow Super Giants,Bat,Chennai Super Kings,17,Runs,17 runs,Michael Hussey,League,190,20,No,No
897,2022,Chennai Super Kings,Rajasthan Royals,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Chennai Super Kings,Field,Rajasthan Royals,76,Runs,76 runs,Trent Boult,League,149,20,No,Yes
898,2022,Rajasthan Royals,Sunrisers Hyderabad,Punjab Cricket Association Stadium,Mohali,Rajasthan Royals,Field,Rajasthan Royals,63,Runs,63 runs,Yuzvendra Chahal,League,213,20,Yes,No
899,2022,Kolkata Knight Riders,Rajasthan Royals,JSCA International Stadium,Ranchi,Kolkata Knight Riders,Field,Rajasthan Royals,4,Wickets,4 wickets,Trent Boult,League,137,20,No,Yes
900,2022,Lucknow Super Giants,Kolkata Knight Riders,JSCA International Stadium,Ranchi,Kolkata Knight Riders,Field,Kolkata Knight Riders,94,Runs,94 runs,Sourav Ganguly,League,149,20,Yes,No
901,2022,Lucknow Super Giants,Mumbai Indians,MA Chidambaram Stadium,Chennai,Lucknow Super Giants,Bat,Lucknow Super Giants,33,Runs,33 runs,Marcus Stoinis,League,215,20,Yes,Yes
902,2022,Lucknow Super Giants,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,9,Wickets,9 wickets,Travis Head,League,206,20,Yes,No
903,2022,Chennai Super Kings,Kolkata Knight Riders,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Chennai Super Kings,Bat,Chennai Super Kings,5,Runs,5 runs,Ambati Rayudu,League,140,20,Yes,Yes
904,2022,Chennai Super Kings,Mumbai Indians,Barabati Stadium,Cuttack,Chennai Super Kings,Bat,Mumbai Indians,8,Wickets,8 wickets,Krunal Pandya,League,149,20,No,No
905,2022,Delhi Capitals,Royal Challengers Bangalore,Barabati Stadium,Cuttack,Delhi Capitals,Bat,Delhi Capitals,9,Wickets,9 wickets,Shreyas Iyer,League,132,20,Yes,Yes
906,2022,Lucknow Super Giants,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,Raipur,Kolkata Knight Riders,Field,Lucknow Super Giants,2,Wickets,2 wickets,KL Rahul,League,218,20,No,Yes
907,2022,Mumbai Indians,Punjab Kings,Maharashtra Cricket Association Stadium,Pune,Punjab Kings,Field,Punjab Kings,1,Wickets,1 wickets,Mayank Agarwal,League,161,20,Yes,No
908,2022,Chennai Super Kings,Kolkata Knight Riders,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Kolkata Knight Riders,Bat,Chennai Super Kings,56,Runs,56 runs,Moeen Ali,League,206,20,No,No
909,2022,Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,Kolkata,Gujarat Titans,Field,Gujarat Titans,54,Runs,54 runs,Wriddhiman Saha,League,178,20,Yes,No
910,2022,Lucknow Super Giants,Kolkata Knight Riders,Narendra Modi Stadium,Ahmedabad,Lucknow Super Giants,Bat,Lucknow Super Giants,5,Wickets,5 wickets,Quinton de Kock,League,209,20,Yes,Yes
911,2022,Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,Delhi,Delhi Capitals,Bat,Delhi Capitals,8,Wickets,8 wickets,,League,194,20,Yes,Yes
912,2022,Delhi Capitals,Kolkata Knight Riders,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Delhi Capitals,Bat,Kolkata Knight Riders,3,Wickets,3 wickets,Gautam Gambhir,League,220,20,No,No
913,2022,Lucknow Super Giants,Punjab Kings,Punjab Cricket Association Stadium,Mohali,Lucknow Super Giants,Field,Lucknow Super Giants,28,Runs,28 runs,Ravi Bishnoi,League,200,20,Yes,No
914,2022,Punjab Kings,Delhi Capitals,Brabourne Stadium,Mumbai,Punjab Kings,Field,Delhi Capitals,8,Wickets,8 wickets,Rishabh Pant,League,196,20,No,Yes
915,2022,Royal Challengers Bangalore,Punjab Kings,Barabati Stadium,Cuttack,Punjab Kings,Field,Punjab Kings,7,Wickets,7 wickets,KL Rahul,League,153,20,Yes,No
916,2022,Royal Challengers Bangalore,Delhi Capitals,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,84,Runs,84 runs,Chris Gayle,League,192,20,Yes,Yes
917,2022,Royal Challengers Bangalore,Delhi Capitals,Brabourne Stadium,Mumbai,Delhi Capitals,Field,Delhi Capitals,71,Runs,71 runs,Anrich Nortje,League,174,20,Yes,No
918,2022,Chennai Super Kings,Kolkata Knight Riders,JSCA International Stadium,Ranchi,Chennai Super Kings,Bat,,57,Runs,57 runs,Venkatesh Iyer,League,201,20,No,No
919,2022,Lucknow Super Giants,Rajasthan Royals,DY Patil Stadium,Navi Mumbai,Lucknow Super Giants,Field,Rajasthan Royals,42,Runs,42 runs,Riyan Parag,League,188,20,No,Yes
920,2022,Gujarat Titans,Mumbai Indians,MA Chidambaram Stadium,Chennai,Mumbai Indians,Field,Mumbai Indians,9,Wickets,9 wickets,Jasprit Bumrah,League,219,20,Yes,No
921,2022,Gujarat Titans,Sunrisers Hyderabad,M Chinnaswamy Stadium,Bangalore,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,8,Wickets,8 wickets,Heinrich Klaasen,League,142,20,Yes,Yes
922,2022,Lucknow Super Giants,Kolkata Knight Riders,JSCA International Stadium,Ranchi,Lucknow Super Giants,Field,Lucknow Super Giants,69,Runs,69 runs,Mark Wood,League,165,20,Yes,No
923,2022,Gujarat Titans,Chennai Super Kings,Punjab Cricket Association Stadium,,Chennai Super Kings,Field,Gujarat Titans,98,Runs,98 runs,Shubman Gill,League,213,20,No,Yes
924,2022,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Field,Mumbai Indians,80,Runs,80 runs,Jasprit Bumrah,League,194,20,No,Yes
925,2022,Gujarat Titans,Royal Challengers Bangalore,Sardar Patel Stadium,Ahmedabad,Royal Challengers Bangalore,Bat,Gujarat Titans,4,Wickets,4 wickets,Shubman Gill,League,154,20,No,No
926,2022,Punjab Kings,Lucknow Super Giants,Narendra Modi Stadium,Ahmedabad,Lucknow Super Giants,Field,Punjab Kings,24,Runs,24 runs,Mayank Agarwal,League,142,20,No,Yes
927,2022,Lucknow Super Giants,Gujarat Titans,Barabati Stadium,Cuttack,Gujarat Titans,Field,Lucknow Super Giants,21,Runs,21 runs,Deepak Hooda,League,207,20,No,Yes
928,2022,Delhi Capitals,Royal Challengers Bangalore,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Royal Challengers Bangalore,Bat,Delhi Capitals,7,Runs,7 runs,Kagiso Rabada,League,161,20,No,No
929,2022,Royal Challengers Bangalore,Delhi Capitals,Punjab Cricket Association Stadium,Mohali,Royal Challengers Bangalore,Field,Delhi Capitals,98,Runs,98 runs,Anrich Nortje,League,161,20,No,Yes
930,2022,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata,Kolkata Knight Riders,Bat,Chennai Super Kings,22,Runs,22 runs,Dwayne Bravo,League,161,20,No,No
931,2022,Chennai Super Kings,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,Mumbai Indians,Bat,Mumbai Indians,78,Runs,78 runs,,League,184,20,Yes,Yes
932,2022,Kolkata Knight Riders,Lucknow Super Giants,HPCA Stadium,Dharamsala,,Bat,Lucknow Super Giants,7,Wickets,7 wickets,Quinton de Kock,League,202,20,Yes,Yes
933,2022,Rajasthan Royals,Mumbai Indians,Sardar Patel Stadium,Ahmedabad,Mumbai Indians,Field,Rajasthan Royals,8,Wickets,8 wickets,Riyan Parag,League,156,20,No,Yes
934,2022,Kolkata Knight Riders,Delhi Capitals,Punjab Cricket Association Stadium,Mohali,Kolkata Knight Riders,Bat,Kolkata Knight Riders,9,Wickets,9 wickets,Pat Cummins,League,205,20,Yes,Yes
935,2022,Lucknow Super Giants,Royal Challengers Bangalore,VCA Stadium,Nagpur,Lucknow Super Giants,Bat,Royal Challengers Bangalore,1,Wickets,1 wickets,Shane Bond,League,201,20,No,No
936,2022,Royal Challengers Bangalore,Chennai Super Kings,DY Patil Stadium,Navi Mumbai,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,10,Wickets,10 wickets,Shane Bond,League,186,20,Yes,No
937,2022,Mumbai Indians,Royal Challengers Bangalore,Eden Gardens,Kolkata,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,36,Runs,36 runs,Faf du Plessis,League,219,20,Yes,Yes
938,2022,Delhi Capitals,Gujarat Titans,BRSABV Ekana Cricket Stadium,Lucknow,Gujarat Titans,Field,Delhi Capitals,73,Runs,73 runs,Anrich Nortje,League,152,20,No,Yes
939,2022,Kolkata Knight Riders,Royal Challengers Bangalore,,Visakhapatnam,Kolkata Knight Riders,Field,Royal Challengers Bangalore,15,Runs,15 runs,Faf du Plessis,League,134,20,No,Yes
940,2022,Delhi Capitals,Rajasthan Royals,VCA Stadium,Nagpur,Delhi Capitals,Field,Rajasthan Royals,7,Wickets,7 wickets,Ajinkya Rahane,League,217,20,No,Yes
941,2022,Delhi Capitals,Kolkata Knight Riders,Brabourne Stadium,Mumbai,Delhi Capitals,Field,Delhi Capitals,4,Wickets,4 wickets,Prithvi Shaw,League,163,20,Yes,No
942,2022,Chennai Super Kings,Kolkata Knight Riders,HPCA Stadium,Dharamsala,Chennai Super Kings,Field,Chennai Super Kings,59,Runs,59 runs,Devon Conway,League,142,20,Yes,No
943,2022,Sunrisers Hyderabad,Kolkata Knight Riders,Sawai Mansingh Stadium,Jaipur,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,89,Runs,89 runs,Rashid Khan,League,171,20,Yes,No
944,2022,Punjab Kings,Mumbai Indians,Punjab Cricket Association Stadium,Mohali,Mumbai Indians,Bat,Punjab Kings,10,Wickets,10 wickets,David Miller,League,197,20,No,No
945,2022,Sunrisers Hyderabad,Chennai Super Kings,DY Patil Stadium,Navi Mumbai,Chennai Super Kings,Field,Chennai Super Kings,8,Wickets,8 wickets,Ruturaj Gaikwad,League,188,20,Yes,No
946,2022,Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,Jaipur,Delhi Capitals,Field,Gujarat Titans,74,Runs,74 runs,Hardik Pandya,League,157,20,No,Yes
947,2022,Gujarat Titans,Mumbai Indians,Wankhede Stadium,Mumbai,Gujarat Titans,Bat,Gujarat Titans,63,Runs,63 runs,Wriddhiman Saha,League,162,20,Yes,Yes
948,2022,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Kolkata,Delhi Capitals,Bat,Delhi Capitals,8,Wickets,8 wickets,Shreyas Iyer,League,188,20,Yes,Yes
949,2022,Punjab Kings,Rajasthan Royals,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,,Punjab Kings,Field,Rajasthan Royals,10,Wickets,10 wickets,Shane Watson,League,159,20,No,Yes
950,2022,Rajasthan Royals,Lucknow Super Giants,VCA Stadium,Nagpur,Lucknow Super Giants,Bat,Rajasthan Royals,35,Runs,35 runs,Trent Boult,Playoff,145,20,No,No
951,2022,Sunrisers Hyderabad,Delhi Capitals,Shaheed Veer Narayan Singh International Stadium,Raipur,Sunrisers Hyderabad,Bat,Delhi Capitals,2,Wickets,2 wickets,Kagiso Rabada,Playoff,191,20,No,No
952,2022,Rajasthan Royals,Royal Challengers Bangalore,Brabourne Stadium,Mumbai,Rajasthan Royals,Bat,Rajasthan Royals,8,Wickets,8 wickets,Steven Smith,Playoff,132,20,Yes,Yes
953,2022,Punjab Kings,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Hyderabad,Punjab Kings,Field,Punjab Kings,2,Wickets,2 wickets,David Miller,Final,207,20,Yes,No
954,2022,Royal Challengers Bangalore,Lucknow Super Giants,Shaheed Veer Narayan Singh International Stadium,Raipur,Lucknow Super Giants,Field,Lucknow Super Giants,10,Wickets,10 wickets,Deepak Hooda,Playoff,196,20,Yes,No
955,2023,Royal Challengers Bangalore,Chennai Super Kings,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,Bat,Chennai Super Kings,77,Runs,77 runs,Ambati Rayudu,League,174,20,Yes,Yes
956,2023,Mumbai Indians,Sunrisers Hyderabad,Barabati Stadium,Cuttack,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,55,Runs,55 runs,Shikhar Dhawan,League,151,20,Yes,Yes
957,2023,Chennai Super Kings,Sunrisers Hyderabad,HPCA Stadium,Dharamsala,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,25,Runs,25 runs,Travis Head,League,165,20,Yes,Yes
958,2023,Delhi Capitals,Mumbai Indians,Eden Gardens,Kolkata,Delhi Capitals,Field,Mumbai Indians,9,Wickets,9 wickets,Kieron Pollard,League,152,20,No,Yes
959,2023,Sunrisers Hyderabad,Delhi Capitals,Sawai Mansingh Stadium,Jaipur,Delhi Capitals,Field,Delhi Capitals,2,Wickets,2 wickets,,League,208,20,Yes,No
960,2023,Lucknow Super Giants,Gujarat Titans,Maharashtra Cricket Association Stadium,Pune,Lucknow Super Giants,Bat,Gujarat Titans,49,Runs,49 runs,Hardik Pandya,League,142,20,No,No
961,2023,Punjab Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,Chennai,Punjab Kings,Field,Punjab Kings,6,Wickets,6 wickets,Jonny Bairstow,League,168,20,Yes,No
962,2023,Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,Mumbai,Rajasthan Royals,Field,,17,Runs,17 runs,Shane Warne,League,214,20,Yes,No
963,2023,Punjab Kings,Lucknow Super Giants,Narendra Modi Stadium,Ahmedabad,Punjab Kings,Field,Punjab Kings,42,Runs,42 runs,Chris Gayle,League,193,20,Yes,No
964,2023,Mumbai Indians,Rajasthan Royals,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,Field,Mumbai Indians,45,Runs,45 runs,Rohit Sharma,League,216,20,Yes,No
